Sample Location,Ship Date,Sample,Project,Collection_Date,Sub-Location,Band,SPECIES,AGE,SEX,Mass(g),Wing,Culmen,Tarsus,BCI (1-5),Swab collected,IAV Matrix PCR,H5 2344 PCR,Isolation,Subtype,Single/Mix,LPAI/HPAI,CleavageSite,H5N1 Genotype,Blood Collected,NP_value_0.5threshold,NP_result,H5_SN,H5_result,Comments,MDZoonotics,SWABS,B,C,E,F,RBC,ENCOUNTER,"FULL/PARTIAL
SAMPLE","ENCOUNTERED
IN PREVIOUS
SEASON?",PrevBlood/EVial,PrevbELISA
"Sent to UMass, e vials to URI",1/14/26,25JH0128,Poplar Waterfowl,12/9/25,7,2497-85400,MALL,AHY,M,1250,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0129,Poplar Waterfowl,12/9/25,7,2497-85402,MALL,HY,M,1260,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0130,Poplar Waterfowl,12/9/25,7,2497-85401,MALL,AHY,M,1520,,,,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0131,Poplar Waterfowl,12/9/25,7,2497-85403,MALL,AHY,M,1400,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0132,Poplar Waterfowl,12/9/25,7,2497-85404,MALL,AHY,M,1520,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0133,Poplar Waterfowl,12/9/25,7,2497-85405,MALL,AHY,M,1440,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0134,Poplar Waterfowl,12/9/25,7,2497-85406,MALL,AHY,M,1320,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0135,Poplar Waterfowl,12/9/25,7,2497-85407,MALL,AHY,M,1520,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0136,Poplar Waterfowl,12/9/25,7,2497-85408,MALL,AHY,M,1300,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0137,Poplar Waterfowl,12/9/25,7,2497-85410,MALL,HY,F,1050,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0138,Poplar Waterfowl,12/9/25,7,2497-85409,MALL,AHY,M,1420,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0139,Poplar Waterfowl,12/9/25,7,2497-85411,MALL,HY,F,1250,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0140,Poplar Waterfowl,12/9/25,7,2497-85412,MALL,HY,F,1150,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0141,Poplar Waterfowl,12/9/25,7,2497-85413,ABDU,AHY,M,1400,,,,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0142,Poplar Waterfowl,12/9/25,7,2497-85414,ABDU,AHY,F,1250,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0144,Poplar Waterfowl,12/9/25,7,2497-85416,ABDX,AHY,M,1420,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0145,Poplar Waterfowl,12/9/25,7,2497-85417,ABDU,AHY,F,1200,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0146,Poplar Waterfowl,12/9/25,7,2497-85418,ABDU,AHY,F,1200,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0147,Poplar Waterfowl,12/9/25,1B,2497-85419,MALL,AHY,M,1450,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0148,Poplar Waterfowl,12/9/25,1B,2497-85420,MALL,AHY,M,1150,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0149,Poplar Waterfowl,12/9/25,1B,2497-85421,MALL,AHY,M,1420,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0150,Poplar Waterfowl,12/9/25,1B,2497-85422,MALL,AHY,M,1400,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0151,Poplar Waterfowl,12/9/25,1B,2497-85423,MALL,AHY,M,1220,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0152,Poplar Waterfowl,12/9/25,1B,2497-85424,MALL,AHY,M,1440,,,,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0153,Poplar Waterfowl,12/9/25,1B,2497-85425,MALL,AHY,M,1450,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0154,Poplar Waterfowl,12/9/25,1B,2497-85426,MALL,AHY,M,1580,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0155,Poplar Waterfowl,12/9/25,1B,2497-85427,MALL,AHY,M,1250,,,,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0156,Poplar Waterfowl,12/9/25,1B,2497-85428,MALL,AHY,F,1250,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0157,Poplar Waterfowl,12/9/25,1B,2497-85429,MALL,AHY,M,1420,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0158,Poplar Waterfowl,12/9/25,1B,2497-85430,MALL,AHY,F,1180,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0159,Poplar Waterfowl,12/9/25,1B,2497-85431,MALL,AHY,F,1000,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0160,Poplar Waterfowl,12/9/25,1B,2497-85432,MALL,HY,F,1180,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0161,Poplar Waterfowl,12/9/25,1B,2497-85433,MALL,AHY,M,1150,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0162,Poplar Waterfowl,12/9/25,1B,2497-85434,MALL,AHY,F,1100,,,,3,Y,,,,,,,,,Y,,,,,EVIAL ONLY,Yes,Y,N,N,Y,N,N,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0163,Poplar Waterfowl,12/9/25,1B,2497-85435,MALL,AHY,F,1220,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0165,Poplar Waterfowl,12/9/25,1B,2497-85436,MALL,HY,M,1200,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0166,Poplar Waterfowl,12/9/25,1B,2497-85437,MALL,AHY,M,1440,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0167,Poplar Waterfowl,12/9/25,1B,2497-85438,MALL,AHY,M,1140,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0168,Poplar Waterfowl,12/9/25,1B,2497-85439,MALL,AHY,M,1400,,,,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0169,Poplar Waterfowl,12/9/25,1B,2497-85440,MALL,AHY,F,1140,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0170,Poplar Waterfowl,12/9/25,1B,2497-85441,MALL,HY,F,980,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0171,Poplar Waterfowl,12/10/25,3D,2497-85460,MALL,AHY,M,1400,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0172,Poplar Waterfowl,12/10/25,3D,2497-85461,MALL,AHY,M,1280,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0173,Poplar Waterfowl,12/10/25,3D,2497-85462,MALL,HY,M,1280,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0174,Poplar Waterfowl,12/10/25,3D,2497-85463,MALL,AHY,M,1350,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0175,Poplar Waterfowl,12/10/25,3D,2497-85464,MALL,AHY,M,1260,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0176,Poplar Waterfowl,12/10/25,3D,2497-85465,MALL,HY,M,1380,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0177,Poplar Waterfowl,12/10/25,3D,2497-85466,MALL,AHY,M,1260,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0178,Poplar Waterfowl,12/10/25,3D,2497-85467,MALL,AHY,F,1320,,,,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0179,Poplar Waterfowl,12/10/25,3D,2497-85468,MALL,AHY,F,1220,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0180,Poplar Waterfowl,12/10/25,3D,2497-85469,MALX,AHY,F,1360,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0181,Poplar Waterfowl,12/10/25,3D,2497-85470,MALL,AHY,F,1060,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0182,Poplar Waterfowl,12/10/25,3D,2497-85471,MALL,AHY,F,1100,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0183,Poplar Waterfowl,12/10/25,3D,2497-85472,ABDU,AHY,M,1280,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0184,Poplar Waterfowl,12/10/25,3D,2497-85473,MALL,AHY,M,1320,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0185,Poplar Waterfowl,12/10/25,3D,2497-85474,MALL,AHY,M,1400,,,,4,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0186,Poplar Waterfowl,12/10/25,3D,2497-85475,MALL,AHY,M,1400,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0187,Poplar Waterfowl,12/10/25,3D,2497-85476,MALL,AHY,M,1320,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0188,Poplar Waterfowl,12/10/25,3D,2497-85477,MALL,AHY,M,1380,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0189,Poplar Waterfowl,12/10/25,3D,2497-85478,MALL,AHY,M,1560,,,,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0190,Poplar Waterfowl,12/10/25,3D,2497-85479,MALL,HY,F,1080,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0191,Poplar Waterfowl,12/10/25,3D,2497-85480,MALL,AHY,F,1320,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0192,Poplar Waterfowl,12/10/25,3D,2497-85481,ABDU,AHY,M,1260,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0193,Poplar Waterfowl,12/10/25,3D,2497-85482,ABDU,HY,F,1120,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0194,Poplar Waterfowl,12/10/25,3D,2117-04449,ABDU,AHY,F,1220,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0195,Poplar Waterfowl,12/10/25,3D,2497-85483,ABDU,AHY,F,1220,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0196,Poplar Waterfowl,12/10/25,1B,2497-85484,MALL,AHY,M,1510,,,,4,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0197,Poplar Waterfowl,12/10/25,1B,2497-85485,MALL,AHY,M,1640,,,,4,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0198,Poplar Waterfowl,12/10/25,1B,2497-85486,MALL,AHY,M,1320,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0199,Poplar Waterfowl,12/10/25,1B,2497-85487,MALL,AHY,F,1540,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0200,Poplar Waterfowl,12/10/25,5AB,2257-66817,MALL,AHY,M,1160,,,,3,Y,,,,,,,,,Y,,,,,323680 REWARD BAND,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0201,Poplar Waterfowl,12/10/25,5AB,2497-85442,MALL,AHY,M,1380,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0202,Poplar Waterfowl,12/10/25,5AB,2497-85443,MALL,AHY,M,1260,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0203,Poplar Waterfowl,12/10/25,5AB,2497-85444,MALL,AHY,M,1500,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0204,Poplar Waterfowl,12/10/25,5AB,2497-85445,MALL,AHY,M,1480,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0205,Poplar Waterfowl,12/10/25,5AB,2497-85446,MALL,AHY,M,1340,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0206,Poplar Waterfowl,12/10/25,5AB,2497-85447,MALL,AHY,M,1180,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
